feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F01282,P0320,Data Classification (Advanced DNS Security),Differentiator capability providing data classification within Advanced DNS Security — Advanced.,Differentiator,2
F01283,P0320,Risk Scoring (Advanced DNS Security),Differentiator capability providing risk scoring within Advanced DNS Security — Advanced.,Differentiator,2
F01284,P0321,Threat Hunting (Advanced WildFire),Core capability providing threat hunting within Advanced WildFire — Premium.,Core,3
F01285,P0321,Sandboxing (Advanced WildFire),Differentiator capability providing sandboxing within Advanced WildFire — Premium.,Differentiator,2
F01286,P0321,Traffic Inspection (Advanced WildFire),Adjacent capability providing traffic inspection within Advanced WildFire — Premium.,Adjacent,1
F01287,P0321,Log Retention (Advanced WildFire),Adjacent capability providing log retention within Advanced WildFire — Premium.,Adjacent,1
F01288,P0321,Data Classification (Advanced WildFire),Adjacent capability providing data classification within Advanced WildFire — Premium.,Adjacent,1
F01289,P0322,Anomaly Scoring (Prisma Access),Core capability providing anomaly scoring within Prisma Access — Essentials.,Core,3
F01290,P0322,Incident Timeline (Prisma Access),Differentiator capability providing incident timeline within Prisma Access — Essentials.,Differentiator,2
F01291,P0322,Policy (Prisma Access),Differentiator capability providing policy within Prisma Access — Essentials.,Differentiator,2
F01292,P0322,Identity Correlation (Prisma Access),Adjacent capability providing identity correlation within Prisma Access — Essentials.,Adjacent,1
F01293,P0323,Anomaly Scoring (Exposure Management),Core capability providing anomaly scoring within Exposure Management — Advanced.,Core,3
F01294,P0323,Alert Triage (Exposure Management),Adjacent capability providing alert triage within Exposure Management — Advanced.,Adjacent,1
F01295,P0323,Threat Hunting (Exposure Management),Differentiator capability providing threat hunting within Exposure Management — Advanced.,Differentiator,2
F01296,P0324,Log Retention (NGFW),Core capability providing log retention within NGFW — Advanced.,Core,3
F01297,P0324,Traffic Inspection (NGFW),Core capability providing traffic inspection within NGFW — Advanced.,Core,3
F01298,P0324,Identity Correlation (NGFW),Adjacent capability providing identity correlation within NGFW — Advanced.,Adjacent,1
F01299,P0324,Traffic Inspection (NGFW),Adjacent capability providing traffic inspection within NGFW — Advanced.,Adjacent,1
F01300,P0325,Inline Analysis (Enterprise DLP),Core capability providing inline analysis within Enterprise DLP — Advanced.,Core,3
F01301,P0325,Log Retention (Enterprise DLP),Adjacent capability providing log retention within Enterprise DLP — Advanced.,Adjacent,1
F01302,P0325,Data Classification (Enterprise DLP),Differentiator capability providing data classification within Enterprise DLP — Advanced.,Differentiator,2
F01303,P0325,Rule Optimisation (Enterprise DLP),Core capability providing rule optimisation within Enterprise DLP — Advanced.,Core,3
F01304,P0325,Alert Triage (Enterprise DLP),Differentiator capability providing alert triage within Enterprise DLP — Advanced.,Differentiator,2
F01305,P0326,Rule Optimisation (Prisma Browser),Core capability providing rule optimisation within Prisma Browser — Premium.,Core,3
F01306,P0326,Sandboxing (Prisma Browser),Differentiator capability providing sandboxing within Prisma Browser — Premium.,Differentiator,2
F01307,P0326,Rule Optimisation (Prisma Browser),Differentiator capability providing rule optimisation within Prisma Browser — Premium.,Differentiator,2
F01308,P0327,Compliance Mapping (SaaS Security),Core capability providing compliance mapping within SaaS Security — Advanced.,Core,3
F01309,P0327,Posture Assessment (SaaS Security),Adjacent capability providing posture assessment within SaaS Security — Advanced.,Adjacent,1
F01310,P0327,Compliance Mapping (SaaS Security),Adjacent capability providing compliance mapping within SaaS Security — Advanced.,Adjacent,1
F01311,P0328,Detection (Cortex XDR),Core capability providing detection within Cortex XDR — Essentials.,Core,3
F01312,P0328,Rule Optimisation (Cortex XDR),Adjacent capability providing rule optimisation within Cortex XDR — Essentials.,Adjacent,1
F01313,P0328,Sandboxing (Cortex XDR),Adjacent capability providing sandboxing within Cortex XDR — Essentials.,Adjacent,1
F01314,P0328,Automation (Cortex XDR),Core capability providing automation within Cortex XDR — Essentials.,Core,3
F01315,P0328,Detection (Cortex XDR),Adjacent capability providing detection within Cortex XDR — Essentials.,Adjacent,1
F01316,P0329,Reporting (Cortex XSOAR),Core capability providing reporting within Cortex XSOAR — Premium.,Core,3
F01317,P0329,Alert Triage (Cortex XSOAR),Differentiator capability providing alert triage within Cortex XSOAR — Premium.,Differentiator,2
F01318,P0329,Incident Timeline (Cortex XSOAR),Adjacent capability providing incident timeline within Cortex XSOAR — Premium.,Adjacent,1
F01319,P0329,Policy (Cortex XSOAR),Differentiator capability providing policy within Cortex XSOAR — Premium.,Differentiator,2
F01320,P0330,Traffic Inspection (Cortex XDR),Core capability providing traffic inspection within Cortex XDR — Premium.,Core,3
F01321,P0330,Rule Optimisation (Cortex XDR),Adjacent capability providing rule optimisation within Cortex XDR — Premium.,Adjacent,1
F01322,P0330,Inline Analysis (Cortex XDR),Differentiator capability providing inline analysis within Cortex XDR — Premium.,Differentiator,2
F01323,P0330,Segmentation (Cortex XDR),Differentiator capability providing segmentation within Cortex XDR — Premium.,Differentiator,2
F01324,P0330,Identity Correlation (Cortex XDR),Core capability providing identity correlation within Cortex XDR — Premium.,Core,3
F01325,P0331,Playbook Orchestration (Prisma Access),Core capability providing playbook orchestration within Prisma Access — Essentials.,Core,3
F01326,P0331,Incident Timeline (Prisma Access),Differentiator capability providing incident timeline within Prisma Access — Essentials.,Differentiator,2
F01327,P0331,Rule Optimisation (Prisma Access),Core capability providing rule optimisation within Prisma Access — Essentials.,Core,3
F01328,P0331,Identity Correlation (Prisma Access),Adjacent capability providing identity correlation within Prisma Access — Essentials.,Adjacent,1
F01329,P0331,Automation (Prisma Access),Differentiator capability providing automation within Prisma Access — Essentials.,Differentiator,2
F01330,P0332,Inline Analysis (Enterprise DLP),Core capability providing inline analysis within Enterprise DLP — Essentials.,Core,3
F01331,P0332,Inline Analysis (Enterprise DLP),Differentiator capability providing inline analysis within Enterprise DLP — Essentials.,Differentiator,2
F01332,P0332,Segmentation (Enterprise DLP),Adjacent capability providing segmentation within Enterprise DLP — Essentials.,Adjacent,1
F01333,P0333,Traffic Inspection (Advanced DNS Security),Core capability providing traffic inspection within Advanced DNS Security — Advanced.,Core,3
F01334,P0333,Sandboxing (Advanced DNS Security),Differentiator capability providing sandboxing within Advanced DNS Security — Advanced.,Differentiator,2
F01335,P0333,Log Retention (Advanced DNS Security),Adjacent capability providing log retention within Advanced DNS Security — Advanced.,Adjacent,1
F01336,P0334,Inline Analysis (Cortex XSOAR),Core capability providing inline analysis within Cortex XSOAR — Premium.,Core,3
F01337,P0334,Inline Analysis (Cortex XSOAR),Differentiator capability providing inline analysis within Cortex XSOAR — Premium.,Differentiator,2
F01338,P0334,Compliance Mapping (Cortex XSOAR),Differentiator capability providing compliance mapping within Cortex XSOAR — Premium.,Differentiator,2
F01339,P0335,Identity Correlation (Attack Surface Management),Core capability providing identity correlation within Attack Surface Management — Advanced.,Core,3
F01340,P0335,Alert Triage (Attack Surface Management),Differentiator capability providing alert triage within Attack Surface Management — Advanced.,Differentiator,2
F01341,P0335,Alert Triage (Attack Surface Management),Differentiator capability providing alert triage within Attack Surface Management — Advanced.,Differentiator,2
F01342,P0335,Automation (Attack Surface Management),Adjacent capability providing automation within Attack Surface Management — Advanced.,Adjacent,1
F01343,P0335,Log Retention (Attack Surface Management),Adjacent capability providing log retention within Attack Surface Management — Advanced.,Adjacent,1
F01344,P0336,Risk Scoring (NGFW),Core capability providing risk scoring within NGFW — Advanced.,Core,3
F01345,P0336,Risk Scoring (NGFW),Differentiator capability providing risk scoring within NGFW — Advanced.,Differentiator,2
F01346,P0336,Data Classification (NGFW),Adjacent capability providing data classification within NGFW — Advanced.,Adjacent,1
F01347,P0336,Data Classification (NGFW),Core capability providing data classification within NGFW — Advanced.,Core,3
F01348,P0337,Policy (Prisma Browser),Core capability providing policy within Prisma Browser — Premium.,Core,3
F01349,P0337,Anomaly Scoring (Prisma Browser),Differentiator capability providing anomaly scoring within Prisma Browser — Premium.,Differentiator,2
F01350,P0337,Posture Assessment (Prisma Browser),Adjacent capability providing posture assessment within Prisma Browser — Premium.,Adjacent,1
F01351,P0338,Inline Analysis (Prisma Browser),Core capability providing inline analysis within Prisma Browser — Premium.,Core,3
F01352,P0338,Playbook Orchestration (Prisma Browser),Adjacent capability providing playbook orchestration within Prisma Browser — Premium.,Adjacent,1
F01353,P0338,Detection (Prisma Browser),Adjacent capability providing detection within Prisma Browser — Premium.,Adjacent,1
F01354,P0338,Alert Triage (Prisma Browser),Differentiator capability providing alert triage within Prisma Browser — Premium.,Differentiator,2
F01355,P0339,Automation (Autonomous DEM),Core capability providing automation within Autonomous DEM — Essentials.,Core,3
F01356,P0339,Reporting (Autonomous DEM),Adjacent capability providing reporting within Autonomous DEM — Essentials.,Adjacent,1
F01357,P0339,Detection (Autonomous DEM),Differentiator capability providing detection within Autonomous DEM — Essentials.,Differentiator,2
F01358,P0340,Anomaly Scoring (Attack Surface Management),Core capability providing anomaly scoring within Attack Surface Management — Advanced.,Core,3
F01359,P0340,Policy (Attack Surface Management),Adjacent capability providing policy within Attack Surface Management — Advanced.,Adjacent,1
F01360,P0340,Segmentation (Attack Surface Management),Adjacent capability providing segmentation within Attack Surface Management — Advanced.,Adjacent,1
F01361,P0341,Traffic Inspection (Cortex XSIAM),Core capability providing traffic inspection within Cortex XSIAM — Premium.,Core,3
